5-HTP,For Anxiety,18-Apr-16,joruby,Taken for 6 months to 1 year,5 htp worked straight away for me after been recommended by a friend .after losing my father suddenly  I found I was no longer normal felt so lost .unhappy .not sleeping .tearful .nothing in life made me happy .tried the doctors .they wanted to give me anti depression tablets .I did not want to go there .so I went shopping bumped into a friend .she recommend 5-htp.so the same day went and got them .haven't looked back since.that was 11 months ago .thamk you to 5htp,469,10,193;;
5-HTP,For Anxiety,29-Nov-13,Kate...,Not Specified,I have always suffered from mild mood disorder general anxiety stress-induced panic attacks mixed with ups and downs.,117,9,226;;
5-HTP,For Anxiety,1-May-16,Duhka,Not Specified,I just started taking it.The results have so far been fantastic.I take 100 mgs./4 times a day. The depression has lifted and I have more energy.I think you have to be careful with it. Do a lot of reading and monitor yourself--keep a journal.I will take it for one month;see How I do and then maybe back off a bit.I have suffered severe depression my entire adult LifeI hope this is finally the miracle I have been praying for.,426,9,180;
5-HTP,For Anxiety,25-Dec-16,JohnG,Not Specified,5-HTP HAS CHANGED MY LIFE!!!,28,10,157;;
5-HTP,For Anxiety,13-Apr-20,BASIL,Not Specified,Have had anxiety for as long as I can remember. Always nervous and in a fearful state. Facing my fears did not help.The only relieve I got from anxiety was when I exercised and afterwards for couples of hours. I had a gut feeling it was a chemical balance and tried numerous natural aids some helped a little. Then I tried 5 htp 100 mg and my anxiety was gone. I take 50 mg 3 times per day. As someone who was using benzos on and off for15 years I tapered off using niacinamide and l theanine then finally came across 5 htp. 5 HTP is better than benzos for me. Better mood and no anxiety.,588,9,87;;
5-HTP ,For Anxiety,20-Jul-19,Ken,Not Specified,Amazing for anxiety,19,10,35;;
5-HTP,For Anxiety,18-Oct-16,Earth...,Not Specified,I suffer from depression anxiety ptsd panic attacks insomnia & migraines. I prefer holistic treatments so after some research tried 5HTP. All my issues have either improved massively or disappeared completely.,209,10,144;;
5-HTP,For Anxiety,13-Apr-16,Tina...,Taken for 1 to 6 months,I have suffered from social/generalized anxiety for as long as I can remember it got really bad as I entered puberty and I think I went out a maximum of 10 times my entire high school career. I also suffer from depression and when I went on the depo birth control shot both mental illness were the worst they have ever been even my husband became concerned and spent hours a day researching ways to get me up and about again. I would spend my entire day in bed and the shot also caused me to gain 30lbs which distroyed any self esteem I had left. A customer and friend suggested 5-htp and I'm never looking back! I can enjoy life again I can feel and I'm not having anxiety attacks from leaving my house any more. I've also lost 10lbs. It works!,745,7,151;;
5-HTP,For Anxiety,13-Dec-20,Shan,Taken for less than 1 month,I have been taking 5-HTP for 1 week 100mg at,44,9,69;;
5-HTP,For Anxiety,13-Mar-19,Helen,Not Specified,I have been suffering with anxiety & depression for 16 years. 10 years ago I took Zoloft &,90,10,101;;
5-HTP,For Anxiety,28-Aug-19,Bigkev,Taken for less than 1 month,I was reluctant to try this at first but after a failed attempt at getting relief from depression and anxiety with  I almost lost all hope. I saw a reference to it on the website for recovering addicts and me being a recovering opioid addict realized that maybe it might,270,8,92;;
5-HTP,For Anxiety,28-May-20,Anono...,Taken for less than 1 month,I came off my anti depressants about 6 months ago with medical supervison and decided to,88,1,78;;
5-HTP,For Anxiety,16-Jun-19,TKahler,Taken for less than 1 month,I was at Walgreen's buying some Melatonin to help me sleep and I just happened to see the bottle of 5 HTP in the same section advertising anti-anxiety properties. I was skeptical but decided that it was worth the 20 bucks to see if it would help alleviate my anxiety issues. I was teaching a class that night and took one of the 5 HTP pills (50 mg) and kind of forgot about it. Several hours had passed and I was on my way home from said class and realized I felt pretty good and relaxed and then remembered the pill I had taken. I was still skeptical however and decided to try another one the next day and I got the same feeling. It's not a tired or groggy feeling it's actual relief from anxiety and it really works. The only drawback is it can cause your stomach to churn a bit when you first start taking them so make sure you take them with food.,852,9,93;;
5-HTP,For Anxiety,13-Sep-19,Marta,Taken for less than 1 month,I took one 5-HTP 100 mg capsule,31,1,88;;
5-HTP,For Anxiety,15-Nov-19,Aano,Not Specified,Wanted to share my experience with 5-HTP in case it helped anyone. I've used 50mg once daily for the past few years to help with depression/anxiety/sleep issues and it did help for a while especially with sleeping better. Unfortunately I now have to stop after realizing it has been making symptoms worse after taking it probably too long. Too much serotonin in your system will cause worse anxiety so just know that just because this product is sold in the health food section - I would definitely consider it a natural drug you should do your research on. If the dose is too high it will cause worse anxiety issues. This drug can also interact with other medications and alcohol so just be aware. Buy a brand with good reviews and figure out what time of day taking it works best for you. It made me a bit too relaxed to take it in the morning but taking it right before bed caused crazy dreams,896,7,83;;
5-HTP ,For Anxiety,7-Apr-17,Hotel...,Not Specified,I've usually been able to pull myself out of episodes of anxiety/depression through CBT and other non-drug strategies but this was becoming harder and harder to do especially after the death of my dad.,201,7,118;;
5-HTP ,For Anxiety,24-May-17,Red...,Taken for less than 1 month,5htp has changed my life !,26,10,110;;
5-HTP ,For Anxiety,1-Jul-19,T G,Taken for less than 1 month,33 year old male. Started having nocturnal anxiety attacks. Happened for a couple weeks. Would wake up after falling asleep (usually with a late meal) not being able to breath chest pain feeling heavy and weak. I actually went to the ER the first night it happened because I thought I was dying. Doctor originally thought the issue was caused by stomach acid getting into lungs but antacids did nothing. Doctor then suggested 5 HTP a week later. No more attacks (other than the one night I forgot to take the pill) after I started taking 100mg before bed. If you plan on taking 5HTP get quality product (don’t go cheap trying to save a dollar). Some of the lower quality stuff can have its own side effects. Good luck.,718,10,77;;
5-HTP ,For Anxiety,2-Feb-17,Solveig,Not Specified,I am 24 and have suffered from depression and severe anxiety since I was a young teenager. I've attempted suicide and been on tons of antidepressants which didn't help. My brother researched natural medicine and found this to treat his depression plus st johns wort in the mornings and I decided to try it per his recommendation. So glad I found this. I finally feel like life is worth living and have hope in the future again. I take the 5-htp at night because it knocks me out and gives me vivid dreams. I only take 100mg daily.,530,10,105;;
5-HTP ,For Anxiety,13-Aug-12,Anonymous,Taken for 1 to 6 months,Switched from Seroquel 50mg/Prozac 20mg/ to just 50mgs of 5-HTP at night. Works okay no side effects improves my concentration mood has improved unlike the effects of mood blunting SSRI's appetite decreased have lost 6kgs since starting treatment. Anxiety generally at bay still need to take a morning dose of propranolol (20mg) works well for insomnia (especially rebound insomnia associated with anti-psychotic withdrawal am usually asleep within an hour/hour and a half of dosing no withdrawal symptoms on cessation. Haven't felt this good in years!,552,10,154;;
5-HTP ,For ADHD,14-Aug-20,stevo,Taken for less than 1 month,I am trying 5 HTP now as of today. I have been taking 500 mg of l phenylalanine,79,5,2;;
5-HTP ,Not Mentioned,13-Jul-21,Billy,Taken for 1 to 6 months,5-HTP,5,5,1;;
5-HTP ,For Anxiety,6-Nov-17,Carbear,Not Specified,I have been on anxiolytics and antidepressants for 15 years. I wanted to give them up and go natural. I must say I can not believe it has not been recommended to me before! I guess it's because it takes away from their business. My first 200 mg dose I became a little nauseous but I hadn't eaten before taking it. I am amazed at how my mood has improved. I also used to smoke marijuana and when I stopped I missed the way it gave me patience with my children. I would smoke and all of the sudden the messes and yelling didn't bother me. Unfortunately it's not legal in texas so I needed to stop. After two months of irritability I have now found some thing natural and legal that gave me my patience back and my children their loving mother back!,746,10,94;;
5-HTP ,For Anxiety,20-Oct-20,Toulo...,Not Specified,Was very depressed when I turned to 5-HTP for anxiety. Now I never felt better. Feel like a new person. It’s a miracle pill.,124,10,26;;
5-HTP ,For Anxiety,22-Jun-14,JackJr,Taken for 1 to 6 months,After a shaky start I've had a good experience with 5htp. It has helped my mornings,83,8,61;;
5-HTP ,For Anxiety,20-Sep-16,Kit...,Taken for less than 1 month,This medication made me so ungodly sick; I vomited all night! I couldn't stop shaking! Scariest thing I've been through! Sorry I wasted my $ on it.,147,1,48;
5-HTP ,For Anxiety,24-Aug-18,Anonymous,Not Specified,5HTP has helped me manage my anxiety and after years of PTSD related nightmares I'm finally sleeping properly. It's helped massively with suicidal ideation even during better times the intrusive thoughts were always lurking. For the first 7-10 days I did have quite noticeable side effects headaches feeling nauseous and shaking a little but I continued to take it as TBH it was better than side effects of prescribed anti depressants I've experienced in the past  which is probably not the most sensible but now I'm happy I did. I take this with a combination of L-tyrosine and B vitamins and magnesium. Probably also worth mentioning is the ease I've managed to sort out my binge eating I've lost 13kg in the last 4 months which has been a fantastic thing for me and now my BMI is back in the healthy range.,809,9,81;;
5-HTP ,For Anxiety,9-Apr-20,Nutty...,Taken for 10 years or more,5-HTP in my experience of taking it (10yrs+) It has absolutely been down to dosage.. I have had terrible side effects with the lowest Recommended Dosages. Sweats/Shakes/Anxiety through the roof/Nightmares/Insomnia... Until I started at the lowest dose I could buy 50mg Slow/Timed Release type in the morning & had no unwanted side effects.. I have increased my dosage to 100mg daily if having a bad episode & usually after say 6wks- 3 months I have gradually reduced back down to 50mg over 2-3wks- ie: Taking 100mg Mon-Wed-Fri-Sun & 50mg on the other day's then 50mg for 2 days & 100mg on the 3rd day & so on...Obviously I am not a medical professional I am just sharing my experience here...I suffer from PTSD/Depression/Anxiety & 2 out of my 3 pregcies ended in serious episodes of PND..(Suicidal Psychosis) I self medicated for many years & been prescribed many Anti-Depresants/Anti-Psychotics all of which have given me the worst side effects listed.,954,10,59;;
5-HTP ,For Anxiety,2-Feb-15,David...,Not Specified,I took 5-HTP for depression anxiety and insomnia and it worked like a charm for the first night. I took another one the next morning and I felt really weird and worsened my symptoms. I took another one the same night and ended up with serotonin syndrome.,254,8,119;;
5-HTP ,For Anxiety,21-Jun-15,Hugh...,Not Specified,Supplements vary wildly in potency and quality from brand to brand. The way this stuff works for me is to put 50 mg of powder into a quart of water and drink it throughout the day. You do not want to get a huge spike of this stuff into your blood stream that later shoots down. I have great results for several months this way.,327,8,110;;
5-HTP ,For Anxiety,17-Feb-19,w1ll1...,Taken for 1 to 6 months,Was diagnosed with anxiety and depression about 4 years ago went down the SSRI route on and off.,96,8,68;;
5-HTP ,For Anxiety,1-Aug-15,Hillccs,Not Specified,5- HTP has really,17,10,103;;
5-HTP ,For Anxiety,3-Apr-18,Anony...,Taken for less than 1 month,I switched to this from Zoloft. I am doing so much better. The zoloft caused pretty severe side effects but this has no side effects for me. My mood is better my sleep is better. I am under the careful watch of a naturopath. This in combination with a B-complex (to help natural serotonin production) has made me a completely different person. Hallelujah!!,356,10,73;;
5-HTP ,For Anxiety,26-Jul-17,nicola,Not Specified,I started to feel its effects fully after about a week. At first I didn't think it helped with my mood much that my mood had improved on its own. However when I stopped taking it my mood dropped to how it had been before.,221,9,79;;
5-HTP ,For Fibromyalgia,10-Jun-11,KayBird,Not Specified,Helps a ton with energy and focus.,34,7,73;;
5-HTP ,For Anxiety,2-Jun-15,New...,Taken for less than 1 month,I tried 5HTP to alleviate low mood. It gave me the most horrendous headache from day one. I cannot continue it due to this severe side effect.,142,1,53;;
5-HTP ,For Anxiety,24-Apr-18,Cas,Not Specified,Took 100mg about an hour and a half ago and I feel so comfortable like I the air is giving me a hug almost like I am lightly stoned. his could be a total placebo effect as it’s the first time taking it but I hope not. I’m also very content nice long deep breaths extremely calm. I look forward to the next couple of days/ weeks taking this and will keep you posted. I usually have social anxiety but couldn’t tell you if it has any effect on the severity of my anxiety as of yet as I’m in my home (I never get anxiety in my home)  will go to work and see... :),560,9,70;;
5-HTP ,For Anxiety,31-Mar-15,Ton-toe,Not Specified,I took this to try to counteract depression & anxiety. After the first dose I slept well and felt really good the next morning; I thought that at long last I had found an answer to my prayers. After the second dose my symptoms came back and were magnified many times. I felt so bad I worried I was going to need hospitalisation.,328,1,97;
5-HTP ,For Anxiety,10-Jan-17,marti...,Not Specified,DANGER!! DANGER!!,17,1,79;;
5-HTP ,For Anxiety,28-Sep-15,zeden,Taken for 1 to 6 months,Just want to add this has been great. I was on citalopram but became too much of a problem for me having to go to the doctors every month and having work. Getting this delivered to my door was so much easier. Been taking 100mg every night before bed its reduced my anxiety quite a bit. I'm still on a benzo for the time being but what people here have to understand this drug works with chemicals in you brain. This is the reason you get increased anxiety. When I started citalopram my anxiety went through the roof before improving my condition after about 8 weeks. Let it ride through and take it at night at first it will increase your anxiety,646,10,90;;
5-HTP ,For Anxiety,26-Feb-16,Dizzie-,Taken for less than 1 month,Don't take this with benzos made me extra drowsy and anxious. One pill I only took half of one pill (50mg!). I got some kind of adverse reaction. My insomnia got worse I got panic attacks shivering tremor felt disorientated and seriously more depressed. Now I have woken up in the middle of the night for many nights to same feeling: anxious cant fall asleep again. I regret taking this. And I said once again: DONT MIX THIS WITH BENZOS and be careful if your nervous system is sensitive you are sensitive to supplements or you suffer from bad insomnia cause it can cause paradoxical reaction. Start with tiny doses to find out whether this is the right supplement to you. For me it definately is NOT. This supplement also has many side effects,744,1,84;;
5-HTP ,For Anxiety,25-May-20,blue-...,Taken for less than 1 month,Took a 50mg pill for the 2nd time. (1st time I took it I felt weird but wasn't sure). This medicine actually increases my anxiety a lot and I feel very anxious and nervous.,172,1,44;;
5-HTP ,For Anxiety,10-May-20,Summer,Taken for 1 to 6 months,I have had great results using 5HTP for anxiety and panic. I have a couple different blends with the 5HTP B6 L Theanine and one for night with melatonin they are both 50 mg and I usually only take 1/2. It tends to make me calm and tired so I prefer night dose but that night dose seems to keep me calm and in a much better mood all of the next day. I have had no side effects other than needing a nap after taking 100mg. It starts working quickly like 1/2 hour. I do find that after 2-3 weeks it tends to quit working so I take a week off then start again.,556,9,43;;
5-HTP ,For Anxiety,30-Dec-16,Ryan...,Not Specified,I have been taking 5htp for about for days and feel sleepy all the time. Has anyone else found this or have any advice for me?,126,4,44;;
5-HTP ,For Anxiety,7-Oct-17,Mark,Not Specified,Used this for moderate anxiety and depression at 400mg 30 mins before bed it worked very well I take this 3 months on with 1 month off.,135,9,36;;
5-HTP ,For Anxiety,7-Jan-12,Anonymous,Not Specified,I found that this medicine wasn't really that helpful.,54,1,56;;
5-HTP ,For Anxiety,1-Mar-17,Aldoyle,Taken for less than 1 month,This stuff works great! For people that get sick or anything I'm just going to tell you most likely you got serotonin syndrome from it because of too much of the chemical in your system and that is dangerous so be careful. I do note that it makes me sleep super well but the grogginess tends to linger around and I need a couple cups of coffee to cut through it. That being said I have that niarvana feeling of calmness and clarity. My mood and motivation is improved massively as well. I had especially hard times with waking up and getting started in anything that includes things I love doing and finishing things after taking this it right away really sparked up my missing link. I will probably get st. Joins wort for tolerance breaks.,740,10,72;;
5-HTP ,For Anxiety,1-Jun-15,Snoopy,Taken for 1 to 6 months,I'm taking 5-HTP with quite a few other supplements (all prescribed by a naturopathic doctor) so it's hard to say what is doing what but I added the 5-HTP after a week on the other supplements and it seemed to make a noticeable difference in my feeling of calm.,261,8,81;;
5-HTP ,For Anxiety,27-Apr-17,5htp,Taken for 1 to 2 years,It has been the only thing that has relieved my symptoms of depression and anxiety and possibly my pain. The only downside is that it makes me vomit make sure you eat BEFORE taking it. Also can make stomach hurt and nauseous. That's the only reason I didn't give it a 10.,271,9,66;;
"5-HTP ,For Anxiety,9-Apr-17,Anonymous,Taken for 2 to 5 years,""So far so good as only on it for about 5 days at 300mg per day. I have combined it with multi vitamin vitamin b complex";;
"'8 / 105-HTP User Reviews & Ratings (Page 3)For Anxiety7914-May-15anony...This supplement has really worked for me! The only problem is after about a month of taking it I have started experiencing ringing in my ears and pressure headaches. But it does boost my mood and I haven't mood swings or anxiety like before I started taking this. Also I find I haven't been as hungry and eating as much. This supplement would be perfect if I hadn't started having the problems with my ears and the headaches."",620,9,65";;
5-HTP ,For Fibromyalgia,3-Feb-13,Bug,Taken for 10 years or more,I took 5HTP for about 10 years and it kept my Fibromyalgia pain in control enough that I could work 40 to 60 hours a week again without discomfort.,147,8,94;;
5-HTP ,For Anxiety,28-Feb-20,BigTrev,Taken for less than 1 month,I been suffering from PTSD and severe anxiety issues. The doctor put me on mirztapine at 15mg to help which it did. Saying that I was so determined to get off this nasty antidepressant because of weight gain even tho I run 30 miles a week. So silly me started taking 200mg of 5htp for 2 days. I have ended up with really bad palpitations and anxiety because of the two 200mg of 5htp and antidepressants giving me serotonin syndrome. Can someone tell me when is it safe for me to go back on my mirztapine again and how long will it take for 5htp to leave my system. Day 2 after taking 5htp and very anxious still shallow breathing etc. My doctors are useless and don't even know about 5htp. Maybe friends from across the pond can guide me better.,745,4,40;;
5-HTP ,For Anxiety,18-Oct-15,Gezab...,Taken for 1 to 2 years,Don't start off with to high dosage  it affected my sleep . Went from 150mg back to 20mg and slowly increased . Two weeks of stomach upset but it went away . I have noticed I am calmer however my body seems to get use to the dosage quickly and I need to increase it . I am up to 180 mg now and again need to up the dosage . It's really worth giving this product a try before you turn to pharmaceutical medication .,414,4,73;;
5-HTP ,For Anxiety,11-Sep-16,Devotee,Taken for 2 to 5 years,Regular user of this ,21,10,37;;
Abatacept ,Orencia (abatacept) for Rheumatoid Arthritis,15-Mar-14,BW853,Taken for 1 to 6 months,Limited improvement after 4 months developed bad rash and MD refused to continue medication.,92,2,35;;
5-HTP ,For Anxiety,24-Jan-21,Milie,Taken for 5 to 10 years,I take 150 mg of 5HTP twice a day for many years. It has helped me with depression anxiety and insomnia. Great product. It can be used as an antidepressant without giving me a foggy brain. I take Serotone by Apex Energetics which includes 5htp and other good ingredients for depression anxiety and insomnia.,307,9,31;;
5-HTP ,For Anxiety,18-May-20,dolly,Taken for less than 1 month,I'm suffering PTSD after car accident.,38,1,36;;
5-HTP ,For Insomnia,3-Jul-21,Robb,Taken for 1 to 6 months,Solgar 5-htp 100mg. 1xdaily. First three days it helps with my insomnia nice 7-8h sleep but no change with anxiety or mood then I started waking up at 3am sweaty with elevated heart rate and having very vivid bad dreams and it continued during the day with tension headache and severe anxiety and depression didn't know 5-htp causing it so I continued taking it. Things get worst to the level that I,399,1,26;;
5-HTP ,For Insomnia,26-May-16,sirius,Taken for less than 1 month,I take 5-htp for both insomnia and anxiety .The benzos and other meds didn't work anymore . So I've started to take 100 mg of 5-htp at night with a bit (7.5 mg) of mirtazipine and bang  gone for the WHOLE night. Incredible. I was so happy after searching for a remedy for years. I've started to take some small doses of 5 htp during day time ( 50mg at noon) and my anxiety is down. Now I have to let go the ATIVAN slowly but surely for my daily anxiety because it is now useless so I just have to figure out the right dosage and hope to use only this and nothing else for my sleeping problem and anxiety. ( don't forget the vitamin B6 to make it work better) So I went from a bunch of pills at night to almost nothing :-),721,9,63;;
5-HTP ,For Anxiety,12-Apr-19,Sad,Not Specified,Took 5 HTP 100 mg at night with magnesium to calm my mild anxiety and sadness help with sleep. I was post concussion and being treated for autoimmune disease. At around 6 months I increasingly noticed I was waking at night I started getting more anxious suicidal thoughts . During this time I also did a small intestinal bacterial overgrowth (SIBO) treatment,358,1,42;;
5-HTP ,For Anxiety,31-Jan-22,Dont...,Not Specified,This stuff is seriously dangerous!! I do a lot of research before I try new things as my body is very sensitive to all supplements drugs vitamins etc. I bought the Jamieson brand which indicates the daily dose is 300mg a day I started with 25mg a day and was only on it for a week until I had to stop taking it. My whole body is now in severe pain (muscles joints) I get winded just from walking and can’t catch my breath. This is serious it does cause Eosinophilia Myalgia Syndrome (EMS) and I’m 99% positive that I now have that. Be careful with this!! And people with an autoimmune disorder or asthma should definitely stay away from it.,640,1,18;;
5-HTP ,For Anxiety,7-Sep-20,Anony...,Taken for less than 1 month,I took 5-HTP for the first time when I was feeling terribly depressed but it only made me feel even worse. Tried it again the same thing happened. How different reaction can be when it's applied to different people. : (,219,1,29;;
5-HTP ,For Anxiety,27-Jan-14,Anonymous,Taken for 6 months to 1 year,It seemed to help a bit at first but after taking it for almost a year the positive effects seemed to have disappeared completely. If you suffer from an anxiety disorder I would seriously recommend a prescription medicine. I've recently been switched to Buspar and it works wonders and is very cheap.,300,3,70;;
Abatacept ,Orencia (abatacept) for Rheumatoid Arthritis,25-Apr-18,Anne,Taken for 6 months to 1 year,Orencia,7,1,14;;
Abatacept ,Orencia (abatacept) for Rheumatoid Arthritis,27-Feb-18,17che...,Taken for 1 to 6 months,It made me extremely nauseous.,30,2,14;;
Abatacept ,Orencia (abatacept) for Rheumatoid Arthritis,14-Apr-22,Long...,Taken for 1 to 6 months,This drug almost killed me.,27,1,3;;
5-HTP ,For Anxiety,18-Oct-20,Lyla,Taken for less than 1 month,I’m a 51 yo female with a long history of anxiety and depression. With menopause just around the corner there are days my anxiety is off the charts. About 6 months ago I started taking 100mg daily. I was also having moderate to severe panic heart palpitations sweating and severe vomiting. I didn’t make the connection to 5HTP until I recently started taking it again. This time only 25mg. Same symptoms but milder. I cannot be 100% sure but I’m making the connection to this supplement. If you’re thinking of taking thus supplement I highly recommend talking to a holistic health practitioner first. Not to be dramatic but my episodes landed me in the ED three times last year. It was quite scary.,698,1,28;;
5-HTP ,For Insomnia,17-Aug-16,Econut,Not Specified,I've struggled with sleep-onset insomnia for 15+ years. It started in my early forties when perimenopause hit. Tried 5-HTP recently and after 2 weeks I'm sleeping great! I take 200 mg time-release an hour before bed. Also drink milk/buttermilk before bed. And gelatin mixed with hot water and juice earlier. I only take Ambien or Ativan when I still can't get to sleep but that's unusual. Since I'm sleeping sounding again like when I was younger my energy level is back to normal and I feel great again! I also changed my diet to low sugar/ high fiber. 5-HTP is a life saver to me!!!,584,10,52;;
5-HTP ,For Anxiety,13-Sep-18,gbgould,Taken for less than 1 month,Just started and noticed the difference overnight. No more stomach churning or ulcer like pain. Was tested for ulcer- negative. Feeling relaxed and a lot smoother. A little dry mouth and I,188,9,40;;
5-HTP ,For Anxiety,19-Feb-17,Inten...,Not Specified,It's caused mixed rxn often awake and cannot return to sleep. Foggy feelings during the day with occasional odd sense of impending doom. Anxiety that keeps me indoors...But when I decide to go out despite odd feelings I find myself to be strangely aggressive. It's a seems that I'm less tolerant to other people. For example there is a cashier who is always rude a real eye roller with frequent head shaking and sighs. Well after she rolled her eyes at me for asking for a pen she reluctantly smacked down on the counter. I tossed it at her after using it. Hmmm this is odd behavior for me I usually don't react to other people like that..So I've decided to quit this 5- Htp for now. I could end up doing something that gets me on the news,739,4,49;;
5-HTP ,For Anxiety,24-Nov-19,Tinodog,Taken for less than 1 month,I recently lost my job and going through stress. For about three weeks now I've been taking Ativan for sleep because the anxiety was keeping me up at night. I do not want to get addicted to the benzo.,200,7,31;;
5-HTP ,For Anxiety,2-Feb-19,perle...,Taken for 1 to 6 months,Combined with therapy I can almost say for sure that 5-HTP helps me. After a really painful breakup I was having looping suicidal thoughts (the thought of a gun going bang all the time) and was in a really sordid mood overall. A week or so into taking 100mg 3x daily I felt I was going better although I didn't necessarily think 5-HTP had played a role (I'm kind of skeptical person). I thought my improving mood was 100% due to a therapy with someone who really cares. I finished my 1-month supply bottle and stopped taking. Within a day or two my mood mysteriously took a hard hit. Just today I bought a new bottle. I'm pretty sure it'll help me again. I can't compare to big pharma meds because I never took them. I take this combined with Omega-3. I like the fact that there are 0 side effects for me. I'll continue taking 5-HTP at least for a while. 5-HTP isn't especially cheap but it's worth a try if your symptoms are really messing with your life.,956,8,36;;
Abilify ,For Bipolar Disorder,4-Jan-12,Anonymous,4-Jan-12,Starting on day two of treatment I felt progressively sicker with mild nausea muscle aching and general malaise.,112,1,13;;
